"engagement_id";"customer_id";"month";"watch_hours";"login_days";"num_titles_watched"
21335;"user_02626";"2024-03-01";0.52;1;1
21336;"user_02626";"2024-08-01";0.0;1;1
21337;"user_02626";"2024-10-01";0.55;1;1
21338;"user_02626";"2024-11-01";0.42;2;2
21339;"user_02626";"2024-12-01";0.4;1;1
21340;"user_02626";"2025-02-01";0.21;1;1
21341;"user_02626";"2025-09-01";1.22;1;1
21342;"user_02626";"2025-10-01";0.89;1;1
21343;"user_02626";"2025-12-01";1.49;2;2
21344;"user_02627";"2024-04-01";0.55;1;1
21345;"user_02627";"2024-08-01";1.55;1;1
21346;"user_02627";"2024-10-01";1.86;1;1
21347;"user_02627";"2025-01-01";0.55;1;1
21348;"user_02627";"2025-03-01";0.0;2;2
21349;"user_02627";"2025-05-01";0.93;1;1
21350;"user_02628";"2024-05-01";0.89;1;1
21351;"user_02628";"2024-06-01";0.84;1;1
21352;"user_02628";"2024-08-01";1.5;2;2
21353;"user_02628";"2025-03-01";0.57;2;2
21354;"user_02628";"2025-04-01";0.85;1;1
21355;"user_02628";"2025-05-01";0.65;1;1
21356;"user_02628";"2025-10-01";1.99;2;2
21357;"user_02628";"2025-11-01";0.0;1;1
21358;"user_02628";"2025-12-01";12.69;1;1
21359;"user_02629";"2024-01-01";2.86;2;2
21360;"user_02629";"2024-07-01";0.1;1;1
21361;"user_02629";"2024-10-01";0.1;1;1
21362;"user_02629";"2025-02-01";1.21;1;1
21363;"user_02629";"2025-05-01";0.55;1;1
21364;"user_02629";"2025-06-01";0.9;1;1
21365;"user_02629";"2025-07-01";0.0;1;1
21366;"user_02629";"2025-09-01";1.98;1;1
21367;"user_02629";"2025-10-01";1.28;1;1
21368;"user_02630";"2024-01-01";0.35;1;1
21369;"user_02630";"2024-03-01";0.69;1;1
21370;"user_02630";"2024-06-01";2.08;1;1
21371;"user_02630";"2024-11-01";0.0;1;1
21372;"user_02630";"2024-12-01";0.24;1;1
21373;"user_02630";"2025-04-01";0.55;1;1
21374;"user_02630";"2025-10-01";0.68;1;1
21375;"user_02631";"2024-01-01";0.47;1;1
21376;"user_02631";"2024-04-01";0.59;2;2
21377;"user_02631";"2024-06-01";3.71;2;2
21378;"user_02631";"2024-07-01";0.85;1;1
21379;"user_02631";"2025-04-01";0.0;1;1
21380;"user_02631";"2025-09-01";0.64;1;1
21381;"user_02631";"2025-12-01";2.83;1;1
21382;"user_02632";"2024-01-01";1.27;2;2
21383;"user_02632";"2024-04-01";0.52;1;1
21384;"user_02632";"2024-06-01";0.47;1;1
21385;"user_02632";"2024-08-01";1.35;1;1
21386;"user_02632";"2024-09-01";0.45;1;1
21387;"user_02632";"2024-10-01";0.31;1;1
21388;"user_02632";"2024-11-01";1.51;1;1
21389;"user_02632";"2024-12-01";1.34;2;2
21390;"user_02632";"2025-01-01";3.99;3;3
21391;"user_02632";"2025-07-01";2.65;1;1
21392;"user_02632";"2025-08-01";0.43;2;2
21393;"user_02632";"2025-10-01";1.17;1;1
21394;"user_02632";"2025-11-01";0.52;1;1
21395;"user_02633";"2024-03-01";0.04;1;1
21396;"user_02633";"2024-05-01";0.4;1;1
21397;"user_02633";"2024-06-01";0.27;1;1
21398;"user_02633";"2024-10-01";2.01;1;1
21399;"user_02633";"2024-12-01";2.26;2;2
21400;"user_02633";"2025-02-01";2.51;2;2
21401;"user_02633";"2025-04-01";1.59;1;1
21402;"user_02633";"2025-05-01";1.11;1;1
21403;"user_02633";"2025-10-01";0.69;1;1
21404;"user_02633";"2025-11-01";0.86;2;2
21405;"user_02634";"2024-01-01";2.34;1;1
21406;"user_02634";"2024-05-01";0.0;1;1
21407;"user_02634";"2024-07-01";0.71;1;1
21408;"user_02634";"2024-12-01";0.86;2;2
21409;"user_02634";"2025-03-01";1.31;1;1
21410;"user_02634";"2025-07-01";0.0;1;1
21411;"user_02634";"2025-10-01";0.0;1;1
21412;"user_02635";"2024-01-01";1.85;2;2
21413;"user_02635";"2024-09-01";0.38;1;1
21414;"user_02635";"2025-04-01";0.5;1;1
21415;"user_02635";"2025-06-01";3.26;1;1
21416;"user_02635";"2025-07-01";0.44;1;1
21417;"user_02635";"2025-10-01";0.4;1;1
21418;"user_02636";"2024-03-01";0.0;1;1
21419;"user_02636";"2024-05-01";0.0;1;1
21420;"user_02636";"2024-07-01";2.5;2;2
21421;"user_02636";"2024-09-01";0.42;2;2
21422;"user_02636";"2025-05-01";1.38;1;1
21423;"user_02636";"2025-06-01";1.35;1;1
21424;"user_02636";"2025-09-01";0.63;1;1
21425;"user_02636";"2025-12-01";2.61;1;1
21426;"user_02637";"2024-05-01";1.15;1;1
21427;"user_02637";"2024-07-01";0.73;1;1
21428;"user_02637";"2024-09-01";1.85;1;1
21429;"user_02637";"2024-11-01";0.64;1;1
21430;"user_02637";"2025-02-01";0.41;1;1
21431;"user_02637";"2025-03-01";3.23;1;1
21432;"user_02637";"2025-12-01";0.65;1;1
21433;"user_02638";"2024-03-01";0.55;1;1
21434;"user_02638";"2024-05-01";1.42;1;1
21435;"user_02638";"2024-06-01";0.3;1;1
21436;"user_02638";"2025-05-01";0.13;1;1
21437;"user_02638";"2025-06-01";0.85;2;2
21438;"user_02638";"2025-12-01";1.58;1;1
21439;"user_02639";"2024-04-01";2.64;1;1
21440;"user_02639";"2024-05-01";1.5;1;1
21441;"user_02639";"2024-10-01";1.22;1;1
21442;"user_02639";"2024-12-01";1.93;1;1
21443;"user_02639";"2025-01-01";5.96;1;1
21444;"user_02639";"2025-07-01";0.54;1;1
21445;"user_02639";"2025-09-01";1.86;1;1
21446;"user_02639";"2025-11-01";2.57;2;2
21447;"user_02640";"2024-02-01";0.87;1;1
21448;"user_02640";"2024-03-01";0.58;1;1
21449;"user_02640";"2024-04-01";0.0;1;1
21450;"user_02640";"2024-05-01";0.74;1;1
21451;"user_02640";"2024-06-01";1.23;1;1
21452;"user_02640";"2024-09-01";1.15;1;1
21453;"user_02640";"2024-10-01";0.43;1;1
21454;"user_02640";"2024-11-01";0.79;1;1
21455;"user_02640";"2024-12-01";1.81;1;1
21456;"user_02640";"2025-01-01";1.03;1;1
21457;"user_02640";"2025-03-01";1.19;2;2
21458;"user_02640";"2025-07-01";0.0;1;1
21459;"user_02640";"2025-11-01";1.38;1;1
21460;"user_02641";"2024-01-01";1.65;1;1
21461;"user_02641";"2024-03-01";0.86;1;1
21462;"user_02641";"2024-04-01";1.53;1;1
21463;"user_02641";"2024-10-01";1.45;1;1
21464;"user_02641";"2024-11-01";1.88;2;2
21465;"user_02641";"2025-05-01";2.81;4;4
21466;"user_02641";"2025-09-01";0.69;1;1
21467;"user_02641";"2025-12-01";1.0;1;1
21468;"user_02642";"2024-05-01";1.26;1;1
21469;"user_02642";"2024-09-01";2.01;2;2
21470;"user_02642";"2024-11-01";1.75;1;1
21471;"user_02642";"2025-02-01";0.0;1;1
21472;"user_02642";"2025-03-01";1.07;1;1
21473;"user_02642";"2025-09-01";0.08;1;1
21474;"user_02642";"2025-12-01";2.18;1;1
21475;"user_02643";"2024-02-01";2.07;2;2
21476;"user_02643";"2024-04-01";1.17;1;1
21477;"user_02643";"2024-05-01";2.8;1;1
21478;"user_02643";"2024-09-01";0.95;1;1
21479;"user_02643";"2024-10-01";0.85;2;2
21480;"user_02643";"2024-11-01";1.59;1;1
21481;"user_02643";"2025-04-01";0.24;1;1
21482;"user_02643";"2025-07-01";2.26;1;1
21483;"user_02643";"2025-09-01";1.06;2;2
21484;"user_02644";"2024-02-01";1.53;1;1
21485;"user_02644";"2024-10-01";0.82;1;1
21486;"user_02644";"2025-06-01";0.0;1;1
21487;"user_02644";"2025-07-01";0.39;1;1
21488;"user_02644";"2025-11-01";0.23;1;1
21489;"user_02645";"2024-09-01";0.0;1;1
21490;"user_02645";"2024-11-01";0.0;2;2
21491;"user_02645";"2025-01-01";0.98;1;1
21492;"user_02645";"2025-02-01";1.56;1;1
21493;"user_02645";"2025-06-01";0.42;1;1
21494;"user_02646";"2024-01-01";0.51;1;1
21495;"user_02646";"2024-03-01";2.2;2;3
21496;"user_02646";"2024-04-01";1.85;2;2
21497;"user_02646";"2024-09-01";1.7;2;2
21498;"user_02646";"2024-11-01";0.37;1;1
21499;"user_02646";"2025-01-01";0.46;1;1
21500;"user_02646";"2025-03-01";3.05;1;1
21501;"user_02646";"2025-08-01";3.28;2;2
21502;"user_02646";"2025-09-01";2.85;1;1
21503;"user_02646";"2025-10-01";0.8;1;1
21504;"user_02647";"2024-02-01";4.33;2;2
21505;"user_02647";"2024-07-01";0.25;1;1
21506;"user_02647";"2024-10-01";1.1;1;1
21507;"user_02647";"2024-11-01";0.0;1;1
21508;"user_02647";"2025-02-01";4.72;1;1
21509;"user_02647";"2025-06-01";0.0;2;2
21510;"user_02647";"2025-07-01";0.99;1;1
21511;"user_02647";"2025-11-01";0.55;1;1
21512;"user_02648";"2024-06-01";2.47;2;2
21513;"user_02648";"2024-08-01";0.42;1;1
21514;"user_02648";"2024-09-01";3.91;2;2
21515;"user_02648";"2024-10-01";0.79;1;1
21516;"user_02648";"2025-03-01";1.07;1;1
21517;"user_02648";"2025-05-01";0.96;1;1
21518;"user_02648";"2025-08-01";1.48;1;1
21519;"user_02649";"2024-01-01";0.34;1;1
21520;"user_02649";"2024-02-01";1.64;2;2
21521;"user_02649";"2024-05-01";0.46;1;1
21522;"user_02649";"2024-10-01";4.52;4;4
21523;"user_02649";"2024-12-01";0.0;1;1
21524;"user_02649";"2025-10-01";0.66;1;1
21525;"user_02649";"2025-11-01";0.95;1;1
21526;"user_02650";"2024-05-01";0.37;1;1
21527;"user_02650";"2024-07-01";1.09;2;2
21528;"user_02650";"2024-08-01";2.81;1;1
21529;"user_02650";"2025-01-01";1.36;1;1
21530;"user_02650";"2025-03-01";0.18;1;1
21531;"user_02650";"2025-08-01";0.51;1;1
21532;"user_02650";"2025-11-01";0.92;1;1
21533;"user_02651";"2024-02-01";1.61;1;1
21534;"user_02651";"2025-01-01";0.74;1;1
21535;"user_02651";"2025-06-01";2.2;1;1
21536;"user_02651";"2025-08-01";0.27;1;1
21537;"user_02651";"2025-10-01";0.75;1;1
21538;"user_02651";"2025-12-01";1.69;1;1
21539;"user_02652";"2024-04-01";1.2;1;1
21540;"user_02652";"2024-05-01";1.28;1;1
21541;"user_02652";"2024-06-01";0.92;1;1
21542;"user_02652";"2024-10-01";2.91;1;1
21543;"user_02652";"2025-04-01";3.2;2;2
21544;"user_02652";"2025-05-01";0.19;1;1
21545;"user_02652";"2025-06-01";0.35;1;1
21546;"user_02653";"2024-01-01";1.88;2;2
21547;"user_02653";"2024-09-01";0.54;1;1
21548;"user_02653";"2024-10-01";5.81;1;1
21549;"user_02653";"2024-11-01";0.91;1;1
21550;"user_02653";"2025-04-01";0.44;1;1
21551;"user_02653";"2025-09-01";0.22;1;1
21552;"user_02654";"2024-01-01";1.5;2;2
21553;"user_02654";"2024-03-01";0.37;1;1
21554;"user_02654";"2024-04-01";3.42;2;2
21555;"user_02654";"2024-05-01";1.27;2;2
21556;"user_02654";"2025-02-01";0.46;1;1
21557;"user_02654";"2025-05-01";0.25;1;1
21558;"user_02654";"2025-09-01";2.66;1;1
21559;"user_02654";"2025-10-01";0.41;1;1
21560;"user_02654";"2025-11-01";2.79;1;1
21561;"user_02654";"2025-12-01";1.04;2;2
21562;"user_02655";"2024-01-01";2.9;1;1
21563;"user_02655";"2024-03-01";0.0;1;1
21564;"user_02655";"2024-04-01";1.31;1;1
21565;"user_02655";"2024-10-01";1.09;1;1
21566;"user_02655";"2024-12-01";1.18;1;1
21567;"user_02655";"2025-04-01";1.98;1;1
21568;"user_02655";"2025-12-01";0.75;1;1
21569;"user_02656";"2024-02-01";0.84;1;1
21570;"user_02656";"2024-03-01";0.76;1;1
21571;"user_02656";"2024-04-01";0.64;1;1
21572;"user_02656";"2024-07-01";1.79;1;1
21573;"user_02656";"2024-09-01";0.33;1;1
21574;"user_02656";"2024-11-01";0.22;1;1
21575;"user_02656";"2025-04-01";2.35;2;2
21576;"user_02656";"2025-05-01";1.49;1;2
21577;"user_02656";"2025-06-01";2.18;1;1
21578;"user_02656";"2025-09-01";0.91;2;2
21579;"user_02656";"2025-10-01";2.66;1;1
21580;"user_02656";"2025-12-01";0.79;1;1
21581;"user_02657";"2024-02-01";1.29;1;1
21582;"user_02657";"2024-05-01";1.33;1;1
21583;"user_02657";"2024-08-01";0.0;1;1
21584;"user_02657";"2024-09-01";0.95;1;1
21585;"user_02657";"2024-10-01";0.3;1;1
21586;"user_02657";"2025-02-01";1.27;1;1
21587;"user_02658";"2024-01-01";0.17;1;1
21588;"user_02658";"2024-02-01";0.57;1;1
21589;"user_02658";"2024-03-01";0.0;1;1
21590;"user_02658";"2024-04-01";1.24;1;1
21591;"user_02658";"2024-06-01";1.73;1;1
21592;"user_02658";"2024-12-01";0.46;1;1
21593;"user_02658";"2025-02-01";1.49;1;1
21594;"user_02658";"2025-11-01";1.02;1;1
21595;"user_02659";"2024-01-01";3.1;2;2
21596;"user_02659";"2024-05-01";1.66;1;1
21597;"user_02659";"2024-11-01";0.0;1;1
21598;"user_02659";"2025-02-01";0.54;2;2
21599;"user_02659";"2025-03-01";0.48;1;1
21600;"user_02659";"2025-04-01";0.16;1;1
21601;"user_02659";"2025-06-01";0.0;1;1
21602;"user_02659";"2025-07-01";1.88;1;1
21603;"user_02659";"2025-12-01";0.76;1;1
21604;"user_02660";"2024-05-01";0.49;1;1
21605;"user_02660";"2024-07-01";0.37;1;1
21606;"user_02660";"2024-09-01";0.31;1;1
21607;"user_02660";"2024-11-01";0.42;1;1
21608;"user_02660";"2025-01-01";0.33;1;1
21609;"user_02660";"2025-02-01";2.94;2;2
21610;"user_02660";"2025-03-01";0.19;1;1
21611;"user_02660";"2025-04-01";0.55;2;2
21612;"user_02660";"2025-05-01";1.2;1;1
21613;"user_02660";"2025-12-01";1.14;1;1
21614;"user_02661";"2024-06-01";0.82;1;1
21615;"user_02661";"2024-12-01";0.0;2;2
21616;"user_02661";"2025-01-01";0.52;1;1
21617;"user_02661";"2025-02-01";0.99;2;2
21618;"user_02661";"2025-04-01";0.54;1;1
21619;"user_02661";"2025-08-01";1.94;1;1
21620;"user_02661";"2025-09-01";1.05;1;1
21621;"user_02661";"2025-11-01";0.32;1;1
21622;"user_02662";"2024-01-01";3.47;1;1
21623;"user_02662";"2024-04-01";0.77;3;3
21624;"user_02662";"2024-05-01";1.8;1;1
21625;"user_02662";"2024-07-01";0.73;2;2
21626;"user_02662";"2024-09-01";0.0;1;1
21627;"user_02662";"2024-10-01";0.12;1;1
21628;"user_02662";"2024-11-01";2.68;2;2
21629;"user_02662";"2025-03-01";2.28;2;2
21630;"user_02662";"2025-10-01";0.42;1;1
21631;"user_02662";"2025-11-01";2.88;2;2
21632;"user_02663";"2024-03-01";7.22;1;1
21633;"user_02663";"2024-06-01";1.41;2;2
21634;"user_02663";"2024-07-01";0.99;1;1
21635;"user_02663";"2024-08-01";2.51;3;3
21636;"user_02663";"2025-04-01";0.0;1;1
21637;"user_02664";"2024-01-01";0.96;1;1
21638;"user_02664";"2024-04-01";1.14;1;1
21639;"user_02664";"2024-06-01";0.79;1;1
21640;"user_02664";"2024-09-01";0.56;1;1
21641;"user_02664";"2024-10-01";0.54;1;1
21642;"user_02664";"2025-05-01";0.65;1;1
21643;"user_02664";"2025-12-01";0.25;2;2
21644;"user_02665";"2024-01-01";2.13;2;2
21645;"user_02665";"2025-03-01";0.42;1;1
21646;"user_02665";"2025-04-01";0.0;1;1
21647;"user_02665";"2025-07-01";0.8;1;1
21648;"user_02665";"2025-08-01";0.52;1;1
21649;"user_02666";"2024-01-01";0.28;1;1
21650;"user_02666";"2024-03-01";0.3;1;1
21651;"user_02666";"2024-04-01";0.78;2;2
21652;"user_02666";"2024-05-01";0.95;3;3
21653;"user_02666";"2024-06-01";1.25;1;1
21654;"user_02666";"2024-07-01";3.55;2;2
21655;"user_02666";"2024-08-01";0.0;1;1
21656;"user_02666";"2024-09-01";1.59;1;1
21657;"user_02666";"2025-02-01";0.25;1;1
21658;"user_02666";"2025-04-01";1.01;1;1
21659;"user_02666";"2025-05-01";2.72;3;3
21660;"user_02666";"2025-09-01";0.9;1;1
21661;"user_02666";"2025-10-01";1.15;2;2
21662;"user_02666";"2025-11-01";0.64;1;1
21663;"user_02666";"2025-12-01";2.84;1;1
21664;"user_02667";"2024-02-01";1.68;1;1
21665;"user_02667";"2024-03-01";13.36;2;2
21666;"user_02667";"2024-06-01";0.78;2;2
21667;"user_02667";"2025-01-01";0.84;1;1
21668;"user_02667";"2025-02-01";0.41;1;1
21669;"user_02667";"2025-04-01";1.05;1;1
21670;"user_02667";"2025-06-01";0.72;1;1
21671;"user_02667";"2025-08-01";0.67;1;1
21672;"user_02667";"2025-10-01";1.18;1;1
21673;"user_02667";"2025-12-01";2.47;1;1
21674;"user_02668";"2024-02-01";0.59;1;1
21675;"user_02668";"2024-07-01";1.36;1;1
21676;"user_02668";"2024-11-01";0.41;1;1
21677;"user_02668";"2024-12-01";0.68;2;2
21678;"user_02668";"2025-02-01";1.15;1;1
21679;"user_02668";"2025-04-01";1.97;1;1
21680;"user_02668";"2025-08-01";1.38;1;1
21681;"user_02668";"2025-10-01";1.35;2;2
21682;"user_02669";"2024-03-01";1.55;1;1
21683;"user_02669";"2024-10-01";2.34;3;3
21684;"user_02669";"2024-11-01";0.41;1;1
21685;"user_02669";"2025-01-01";0.0;1;1
21686;"user_02669";"2025-04-01";2.13;1;1
21687;"user_02669";"2025-07-01";0.47;2;2
21688;"user_02669";"2025-08-01";0.64;1;1
21689;"user_02669";"2025-11-01";0.27;1;1
21690;"user_02669";"2025-12-01";0.89;1;1
21691;"user_02670";"2024-02-01";0.67;1;1
21692;"user_02670";"2024-04-01";0.72;2;2
21693;"user_02670";"2024-07-01";1.68;1;1
21694;"user_02670";"2024-12-01";2.63;2;2
21695;"user_02670";"2025-10-01";1.2;1;1
21696;"user_02670";"2025-12-01";1.29;1;1
21697;"user_02671";"2024-01-01";0.18;1;1
21698;"user_02671";"2024-03-01";2.11;1;1
21699;"user_02671";"2024-06-01";2.71;1;1
21700;"user_02671";"2024-07-01";2.77;1;1
21701;"user_02671";"2024-09-01";0.23;1;1
21702;"user_02671";"2024-11-01";1.06;1;1
21703;"user_02671";"2025-01-01";0.27;1;1
21704;"user_02671";"2025-03-01";1.47;1;1
21705;"user_02671";"2025-05-01";1.14;1;1
21706;"user_02671";"2025-10-01";1.89;2;2
21707;"user_02671";"2025-12-01";0.31;1;1
21708;"user_02672";"2024-02-01";0.25;1;1
21709;"user_02672";"2024-04-01";1.83;1;1
21710;"user_02672";"2024-05-01";9.21;2;2
21711;"user_02672";"2024-09-01";1.62;2;2
21712;"user_02672";"2024-11-01";6.56;1;1
21713;"user_02672";"2025-07-01";0.34;1;1
21714;"user_02672";"2025-12-01";0.35;1;1
21715;"user_02673";"2024-07-01";4.69;4;4
21716;"user_02673";"2024-11-01";0.11;1;1
21717;"user_02673";"2024-12-01";3.5;2;2
21718;"user_02673";"2025-01-01";0.0;1;1
21719;"user_02673";"2025-02-01";0.0;1;1
21720;"user_02673";"2025-06-01";2.93;2;2
21721;"user_02673";"2025-10-01";2.3;1;1
21722;"user_02673";"2025-11-01";0.15;1;1
21723;"user_02674";"2024-01-01";0.57;1;1
21724;"user_02674";"2024-04-01";1.45;2;2
21725;"user_02674";"2024-06-01";2.15;1;1
21726;"user_02674";"2025-02-01";0.76;1;1
21727;"user_02674";"2025-10-01";2.16;2;2
21728;"user_02675";"2024-01-01";2.32;1;1
21729;"user_02675";"2024-06-01";0.47;1;1
21730;"user_02675";"2024-07-01";0.75;1;1
21731;"user_02675";"2024-11-01";6.55;1;1
21732;"user_02675";"2024-12-01";0.76;1;1
21733;"user_02675";"2025-02-01";1.44;2;2
21734;"user_02675";"2025-03-01";0.89;3;3
21735;"user_02675";"2025-07-01";1.33;1;1
21736;"user_02675";"2025-10-01";1.58;1;1
21737;"user_02675";"2025-11-01";0.0;1;1
21738;"user_02676";"2024-02-01";1.49;2;2
21739;"user_02676";"2024-03-01";0.99;1;1
21740;"user_02676";"2024-11-01";1.32;1;1
21741;"user_02676";"2025-05-01";0.5;1;1
21742;"user_02676";"2025-06-01";0.0;1;1
21743;"user_02676";"2025-08-01";0.83;1;1
21744;"user_02676";"2025-09-01";2.52;2;2
21745;"user_02676";"2025-11-01";1.37;1;1
21746;"user_02676";"2025-12-01";1.51;2;2
21747;"user_02677";"2024-06-01";1.08;2;2
21748;"user_02677";"2024-10-01";1.2;1;1
21749;"user_02677";"2024-11-01";0.31;1;1
21750;"user_02677";"2025-04-01";1.09;2;2
21751;"user_02677";"2025-07-01";2.08;2;2
21752;"user_02677";"2025-12-01";2.02;2;2
21753;"user_02678";"2024-04-01";2.01;3;3
21754;"user_02678";"2024-07-01";0.71;1;1
21755;"user_02678";"2024-08-01";0.55;1;1
21756;"user_02678";"2024-10-01";1.73;2;2
21757;"user_02678";"2024-11-01";0.9;2;2
21758;"user_02678";"2025-02-01";9.91;1;1
21759;"user_02678";"2025-05-01";1.01;1;1
21760;"user_02678";"2025-07-01";4.95;2;2
21761;"user_02678";"2025-10-01";1.21;1;1
21762;"user_02679";"2024-03-01";1.17;1;1
21763;"user_02679";"2024-04-01";0.37;1;1
21764;"user_02679";"2024-06-01";0.65;1;1
21765;"user_02679";"2024-12-01";0.12;1;1
21766;"user_02679";"2025-03-01";0.29;1;1
21767;"user_02679";"2025-05-01";2.97;3;3
21768;"user_02679";"2025-09-01";0.61;2;2
21769;"user_02680";"2024-03-01";0.28;1;1
21770;"user_02680";"2024-10-01";0.8;1;1
21771;"user_02680";"2025-01-01";0.28;2;2
21772;"user_02680";"2025-06-01";0.73;2;2
21773;"user_02680";"2025-08-01";0.79;1;1
21774;"user_02680";"2025-09-01";0.0;1;1
21775;"user_02680";"2025-12-01";1.44;1;1
21776;"user_02681";"2024-02-01";1.67;1;1
21777;"user_02681";"2024-03-01";0.55;1;1
21778;"user_02681";"2024-04-01";1.29;1;1
21779;"user_02681";"2024-12-01";0.66;1;1
21780;"user_02681";"2025-06-01";0.0;1;1
21781;"user_02681";"2025-08-01";0.57;1;1
21782;"user_02681";"2025-11-01";1.1;1;1
21783;"user_02682";"2024-05-01";0.0;1;1
21784;"user_02682";"2024-08-01";1.93;2;2
21785;"user_02682";"2024-09-01";1.55;1;1
21786;"user_02682";"2024-10-01";0.0;1;1
21787;"user_02682";"2024-12-01";1.52;1;1
21788;"user_02682";"2025-05-01";0.0;1;1
21789;"user_02682";"2025-07-01";3.13;1;1
21790;"user_02682";"2025-08-01";1.06;2;2
21791;"user_02682";"2025-09-01";1.06;1;1
21792;"user_02683";"2024-02-01";0.83;1;1
21793;"user_02683";"2024-05-01";2.43;1;1
21794;"user_02683";"2024-09-01";0.64;1;1
21795;"user_02683";"2025-07-01";1.15;1;1
21796;"user_02683";"2025-08-01";0.48;1;1
21797;"user_02683";"2025-09-01";1.79;1;1
21798;"user_02684";"2024-07-01";0.77;1;1
21799;"user_02684";"2024-09-01";0.54;1;1
21800;"user_02684";"2024-11-01";0.17;1;1
21801;"user_02684";"2024-12-01";1.03;1;1
21802;"user_02685";"2024-01-01";0.94;1;1
21803;"user_02685";"2024-02-01";0.0;1;1
21804;"user_02685";"2024-03-01";1.16;1;1
21805;"user_02685";"2024-05-01";0.0;1;1
21806;"user_02685";"2024-08-01";0.0;1;1
21807;"user_02685";"2025-01-01";1.18;1;1
21808;"user_02685";"2025-06-01";1.05;1;1
21809;"user_02685";"2025-10-01";1.27;1;1
21810;"user_02685";"2025-11-01";1.28;1;1
21811;"user_02686";"2024-01-01";0.52;1;1
21812;"user_02686";"2024-04-01";0.48;1;1
21813;"user_02686";"2024-05-01";0.62;1;1
21814;"user_02686";"2024-10-01";1.94;2;2
21815;"user_02686";"2024-12-01";0.0;1;1
21816;"user_02686";"2025-01-01";2.86;1;1
21817;"user_02686";"2025-03-01";1.02;2;2
21818;"user_02686";"2025-04-01";2.96;2;2
21819;"user_02687";"2024-02-01";1.07;1;1
21820;"user_02687";"2024-07-01";0.24;1;1
21821;"user_02687";"2024-08-01";1.35;1;1
21822;"user_02687";"2024-09-01";0.75;1;1
21823;"user_02687";"2024-12-01";0.2;1;1
21824;"user_02687";"2025-02-01";1.62;1;1
21825;"user_02687";"2025-05-01";0.64;1;1
21826;"user_02687";"2025-06-01";0.54;1;1
21827;"user_02687";"2025-07-01";0.18;1;1
21828;"user_02687";"2025-08-01";0.0;1;1
21829;"user_02687";"2025-09-01";1.36;1;1
21830;"user_02687";"2025-10-01";3.35;1;1
21831;"user_02687";"2025-12-01";3.23;2;2
21832;"user_02688";"2024-03-01";0.17;1;1
21833;"user_02688";"2024-04-01";1.73;1;1
21834;"user_02688";"2024-05-01";0.42;1;1
21835;"user_02688";"2024-08-01";0.96;1;1
21836;"user_02688";"2025-01-01";0.0;1;1
21837;"user_02688";"2025-03-01";2.33;2;2
21838;"user_02688";"2025-04-01";1.63;2;2
21839;"user_02689";"2024-07-01";0.35;1;1
21840;"user_02689";"2024-11-01";0.62;1;1
21841;"user_02689";"2025-04-01";1.45;1;1
21842;"user_02689";"2025-07-01";0.0;1;1
21843;"user_02689";"2025-09-01";0.0;1;1
21844;"user_02690";"2024-06-01";1.99;2;2
21845;"user_02690";"2024-07-01";2.43;2;2
21846;"user_02690";"2024-12-01";0.43;1;1
21847;"user_02690";"2025-01-01";0.6;1;1
21848;"user_02690";"2025-05-01";2.76;1;1
21849;"user_02690";"2025-10-01";0.8;1;1
21850;"user_02690";"2025-11-01";0.0;1;1
21851;"user_02690";"2025-12-01";1.63;1;1
21852;"user_02691";"2024-05-01";1.95;1;1
21853;"user_02691";"2024-10-01";1.4;1;1
21854;"user_02691";"2024-11-01";0.98;1;1
21855;"user_02691";"2025-05-01";3.38;3;3
21856;"user_02691";"2025-07-01";1.31;2;2
21857;"user_02691";"2025-12-01";1.61;1;1
21858;"user_02692";"2024-03-01";1.57;2;2
21859;"user_02692";"2024-04-01";0.26;1;1
21860;"user_02692";"2024-05-01";1.03;1;1
21861;"user_02692";"2024-10-01";0.69;1;1
21862;"user_02692";"2024-11-01";2.24;1;1
21863;"user_02692";"2025-01-01";1.62;2;2
21864;"user_02692";"2025-04-01";0.0;1;1
21865;"user_02692";"2025-05-01";3.39;1;1
21866;"user_02692";"2025-06-01";0.9;1;1
21867;"user_02692";"2025-12-01";7.07;1;1
21868;"user_02693";"2024-07-01";0.67;1;1
21869;"user_02693";"2024-09-01";0.55;1;1
21870;"user_02693";"2024-10-01";0.78;1;1
21871;"user_02693";"2024-11-01";0.99;1;1
21872;"user_02693";"2024-12-01";1.59;1;1
21873;"user_02693";"2025-02-01";1.27;1;1
21874;"user_02693";"2025-04-01";2.04;1;1
21875;"user_02693";"2025-08-01";1.05;2;2
21876;"user_02693";"2025-11-01";1.33;1;1
21877;"user_02694";"2024-01-01";0.95;1;1
21878;"user_02694";"2024-12-01";0.21;1;1
21879;"user_02694";"2025-03-01";4.27;2;2
21880;"user_02694";"2025-06-01";2.21;1;1
21881;"user_02694";"2025-07-01";0.46;2;2
21882;"user_02694";"2025-08-01";0.9;1;1
21883;"user_02694";"2025-09-01";2.05;1;1
21884;"user_02694";"2025-10-01";2.11;2;2
21885;"user_02694";"2025-11-01";1.25;1;1
21886;"user_02694";"2025-12-01";0.12;2;2
21887;"user_02695";"2024-02-01";2.08;1;1
21888;"user_02695";"2024-05-01";2.89;2;2
21889;"user_02695";"2025-02-01";1.17;1;1
21890;"user_02695";"2025-04-01";0.0;1;1
21891;"user_02695";"2025-09-01";0.48;1;1
21892;"user_02696";"2024-01-01";0.3;1;1
